: city-in-state
 Chicago,n Illinois,n Houston,n Texas,n
 Orlando,n Florida,n Oxnard,n California,n
 Orlando,n Florida,n Fontana,n California,n
 Orlando,n Florida,n Akron,n Ohio,n
 Orlando,n Florida,n Amarillo,n Texas,n
 Orlando,n Florida,n Glendale,n California,n
 Orlando,n Florida,n Huntsville,n Alabama,n
 Orlando,n Florida,n Worcester,n Massachusetts,n
 Orlando,n Florida,n Chicago,n Illinois,n
 Orlando,n Florida,n Houston,n Texas,n
 Orlando,n Florida,n Philadelphia,n Pennsylvania,n
 Orlando,n Florida,n Phoenix,n Arizona,n
 Orlando,n Florida,n Dallas,n Texas,n
 Orlando,n Florida,n Indianapolis,n Indiana,n
 Orlando,n Florida,n Austin,n Texas,n
 Orlando,n Florida,n Detroit,n Michigan,n
 Orlando,n Florida,n Memphis,n Tennessee,n
 Orlando,n Florida,n Boston,n Massachusetts,n
 Orlando,n Florida,n Seattle,n Washington,n
 Orlando,n Florida,n Denver,n Colorado,n
 Orlando,n Florida,n Baltimore,n Maryland,n
 Orlando,n Florida,n Nashville,n Tennessee,n
 Laredo,n Texas,n Chandler,n Arizona,n
 Laredo,n Texas,n Madison,n Wisconsin,n
 Laredo,n Texas,n Glendale,n Arizona,n
 Laredo,n Texas,n Hialeah,n Florida,n
 Laredo,n Texas,n Reno,n Nevada,n
 Laredo,n Texas,n Scottsdale,n Arizona,n
 Laredo,n Texas,n Fremont,n California,n
 Laredo,n Texas,n Irvine,n California,n
 Laredo,n Texas,n Spokane,n Washington,n
 Laredo,n Texas,n Modesto,n California,n
 Laredo,n Texas,n Shreveport,n Louisiana,n
 Laredo,n Texas,n Tacoma,n Washington,n
 Laredo,n Texas,n Oxnard,n California,n
 Laredo,n Texas,n Fontana,n California,n
 Laredo,n Texas,n Akron,n Ohio,n
 Laredo,n Texas,n Glendale,n California,n
 Laredo,n Texas,n Tallahassee,n Florida,n
 Laredo,n Texas,n Huntsville,n Alabama,n
 Laredo,n Texas,n Worcester,n Massachusetts,n
 Laredo,n Texas,n Chicago,n Illinois,n
 Laredo,n Texas,n Philadelphia,n Pennsylvania,n
 Laredo,n Texas,n Phoenix,n Arizona,n
 Laredo,n Texas,n Jacksonville,n Florida,n
 Laredo,n Texas,n Indianapolis,n Indiana,n
 Laredo,n Texas,n Detroit,n Michigan,n
 Laredo,n Texas,n Memphis,n Tennessee,n
 Laredo,n Texas,n Boston,n Massachusetts,n
 Laredo,n Texas,n Seattle,n Washington,n
 Laredo,n Texas,n Denver,n Colorado,n
 Laredo,n Texas,n Baltimore,n Maryland,n
 Laredo,n Texas,n Nashville,n Tennessee,n
 Laredo,n Texas,n Louisville,n Kentucky,n
 Chandler,n Arizona,n Madison,n Wisconsin,n
 Chandler,n Arizona,n Lubbock,n Texas,n
 Chandler,n Arizona,n Garland,n Texas,n
 Chandler,n Arizona,n Hialeah,n Florida,n
 Chandler,n Arizona,n Reno,n Nevada,n
 Chandler,n Arizona,n Irving,n Texas,n
 Chandler,n Arizona,n Fremont,n California,n
 Chandler,n Arizona,n Irvine,n California,n
 Chandler,n Arizona,n Spokane,n Washington,n
 Chandler,n Arizona,n Modesto,n California,n
 Chandler,n Arizona,n Shreveport,n Louisiana,n
 Chandler,n Arizona,n Tacoma,n Washington,n
 Chandler,n Arizona,n Oxnard,n California,n
 Chandler,n Arizona,n Fontana,n California,n
 Chandler,n Arizona,n Akron,n Ohio,n
 Chandler,n Arizona,n Amarillo,n Texas,n
 Chandler,n Arizona,n Glendale,n California,n
 Chandler,n Arizona,n Tallahassee,n Florida,n
 Chandler,n Arizona,n Huntsville,n Alabama,n
 Chandler,n Arizona,n Worcester,n Massachusetts,n
 Chandler,n Arizona,n Chicago,n Illinois,n
 Chandler,n Arizona,n Houston,n Texas,n
 Chandler,n Arizona,n Philadelphia,n Pennsylvania,n
 Chandler,n Arizona,n Dallas,n Texas,n
 Chandler,n Arizona,n Jacksonville,n Florida,n
 Chandler,n Arizona,n Indianapolis,n Indiana,n
 Chandler,n Arizona,n Austin,n Texas,n
 Chandler,n Arizona,n Detroit,n Michigan,n
 Chandler,n Arizona,n Memphis,n Tennessee,n
 Chandler,n Arizona,n Boston,n Massachusetts,n
 Chandler,n Arizona,n Seattle,n Washington,n
 Chandler,n Arizona,n Denver,n Colorado,n
 Chandler,n Arizona,n Baltimore,n Maryland,n
 Chandler,n Arizona,n Nashville,n Tennessee,n
 Chandler,n Arizona,n Louisville,n Kentucky,n
 Chandler,n Arizona,n Milwaukee,n Wisconsin,n
 Madison,n Wisconsin,n Lubbock,n Texas,n
 Madison,n Wisconsin,n Garland,n Texas,n
 Madison,n Wisconsin,n Glendale,n Arizona,n
 Madison,n Wisconsin,n Hialeah,n Florida,n
 Madison,n Wisconsin,n Reno,n Nevada,n
 Madison,n Wisconsin,n Scottsdale,n Arizona,n
 Madison,n Wisconsin,n Irving,n Texas,n
 Madison,n Wisconsin,n Fremont,n California,n
 Madison,n Wisconsin,n Irvine,n California,n
 Madison,n Wisconsin,n Spokane,n Washington,n
 Madison,n Wisconsin,n Modesto,n California,n
 Madison,n Wisconsin,n Shreveport,n Louisiana,n
 Madison,n Wisconsin,n Tacoma,n Washington,n
 Madison,n Wisconsin,n Oxnard,n California,n
 Madison,n Wisconsin,n Fontana,n California,n
 Madison,n Wisconsin,n Akron,n Ohio,n
 Madison,n Wisconsin,n Amarillo,n Texas,n
 Madison,n Wisconsin,n Glendale,n California,n
 Madison,n Wisconsin,n Tallahassee,n Florida,n
 Madison,n Wisconsin,n Huntsville,n Alabama,n
 Madison,n Wisconsin,n Worcester,n Massachusetts,n
 Madison,n Wisconsin,n Chicago,n Illinois,n
 Madison,n Wisconsin,n Houston,n Texas,n
 Madison,n Wisconsin,n Philadelphia,n Pennsylvania,n
 Madison,n Wisconsin,n Phoenix,n Arizona,n
 Madison,n Wisconsin,n Dallas,n Texas,n
 Madison,n Wisconsin,n Jacksonville,n Florida,n
 Madison,n Wisconsin,n Indianapolis,n Indiana,n
 Madison,n Wisconsin,n Austin,n Texas,n
 Madison,n Wisconsin,n Detroit,n Michigan,n
 Madison,n Wisconsin,n Memphis,n Tennessee,n
 Madison,n Wisconsin,n Boston,n Massachusetts,n
 Madison,n Wisconsin,n Seattle,n Washington,n
 Madison,n Wisconsin,n Denver,n Colorado,n
 Madison,n Wisconsin,n Baltimore,n Maryland,n
 Madison,n Wisconsin,n Nashville,n Tennessee,n
 Madison,n Wisconsin,n Louisville,n Kentucky,n
 Madison,n Wisconsin,n Portland,n Oregon,n
 Lubbock,n Texas,n Glendale,n Arizona,n
 Lubbock,n Texas,n Hialeah,n Florida,n
 Lubbock,n Texas,n Reno,n Nevada,n
 Lubbock,n Texas,n Scottsdale,n Arizona,n
 Lubbock,n Texas,n Fremont,n California,n
 Lubbock,n Texas,n Irvine,n California,n
 Lubbock,n Texas,n Spokane,n Washington,n
 Lubbock,n Texas,n Modesto,n California,n
 Lubbock,n Texas,n Shreveport,n Louisiana,n
 Lubbock,n Texas,n Tacoma,n Washington,n
 Lubbock,n Texas,n Oxnard,n California,n
 Lubbock,n Texas,n Fontana,n California,n
 Lubbock,n Texas,n Akron,n Ohio,n
 Lubbock,n Texas,n Glendale,n California,n
 Lubbock,n Texas,n Tallahassee,n Florida,n
 Lubbock,n Texas,n Huntsville,n Alabama,n
 Lubbock,n Texas,n Worcester,n Massachusetts,n
 Lubbock,n Texas,n Chicago,n Illinois,n
 Lubbock,n Texas,n Philadelphia,n Pennsylvania,n
 Lubbock,n Texas,n Phoenix,n Arizona,n
 Lubbock,n Texas,n Jacksonville,n Florida,n
 Lubbock,n Texas,n Indianapolis,n Indiana,n
 Lubbock,n Texas,n Detroit,n Michigan,n
 Lubbock,n Texas,n Memphis,n Tennessee,n
 Lubbock,n Texas,n Boston,n Massachusetts,n
 Lubbock,n Texas,n Seattle,n Washington,n
 Lubbock,n Texas,n Denver,n Colorado,n
 Lubbock,n Texas,n Baltimore,n Maryland,n
 Lubbock,n Texas,n Nashville,n Tennessee,n
 Lubbock,n Texas,n Louisville,n Kentucky,n
 Lubbock,n Texas,n Milwaukee,n Wisconsin,n
 Lubbock,n Texas,n Portland,n Oregon,n
 Lubbock,n Texas,n Tucson,n Arizona,n
 Garland,n Texas,n Glendale,n Arizona,n
 Garland,n Texas,n Hialeah,n Florida,n
 Garland,n Texas,n Reno,n Nevada,n
 Garland,n Texas,n Scottsdale,n Arizona,n
 Garland,n Texas,n Fremont,n California,n
 Garland,n Texas,n Irvine,n California,n
 Garland,n Texas,n Spokane,n Washington,n
 Garland,n Texas,n Modesto,n California,n
 Garland,n Texas,n Shreveport,n Louisiana,n
 Garland,n Texas,n Tacoma,n Washington,n
 Garland,n Texas,n Oxnard,n California,n
 Garland,n Texas,n Fontana,n California,n
 Garland,n Texas,n Akron,n Ohio,n
 Garland,n Texas,n Glendale,n California,n
 Garland,n Texas,n Tallahassee,n Florida,n
 Garland,n Texas,n Huntsville,n Alabama,n
 Garland,n Texas,n Worcester,n Massachusetts,n
 Garland,n Texas,n Chicago,n Illinois,n
 Garland,n Texas,n Philadelphia,n Pennsylvania,n
 Garland,n Texas,n Phoenix,n Arizona,n
 Garland,n Texas,n Jacksonville,n Florida,n
 Garland,n Texas,n Indianapolis,n Indiana,n
 Garland,n Texas,n Detroit,n Michigan,n
 Garland,n Texas,n Memphis,n Tennessee,n
 Garland,n Texas,n Boston,n Massachusetts,n
 Garland,n Texas,n Seattle,n Washington,n
 Garland,n Texas,n Denver,n Colorado,n
 Garland,n Texas,n Baltimore,n Maryland,n
 Garland,n Texas,n Nashville,n Tennessee,n
 Garland,n Texas,n Louisville,n Kentucky,n
 Garland,n Texas,n Milwaukee,n Wisconsin,n
 Garland,n Texas,n Portland,n Oregon,n
 Garland,n Texas,n Tucson,n Arizona,n
 Garland,n Texas,n Fresno,n California,n
 Glendale,n Arizona,n Hialeah,n Florida,n
 Glendale,n Arizona,n Reno,n Nevada,n
 Glendale,n Arizona,n Irving,n Texas,n
 Glendale,n Arizona,n Fremont,n California,n
 Glendale,n Arizona,n Irvine,n California,n
 Glendale,n Arizona,n Spokane,n Washington,n
 Glendale,n Arizona,n Modesto,n California,n
 Glendale,n Arizona,n Shreveport,n Louisiana,n
 Glendale,n Arizona,n Tacoma,n Washington,n
 Glendale,n Arizona,n Oxnard,n California,n
 Glendale,n Arizona,n Fontana,n California,n
 Glendale,n Arizona,n Akron,n Ohio,n
 Glendale,n Arizona,n Amarillo,n Texas,n
 Glendale,n Arizona,n Tallahassee,n Florida,n
 Glendale,n Arizona,n Huntsville,n Alabama,n
 Glendale,n Arizona,n Worcester,n Massachusetts,n
 Glendale,n Arizona,n Chicago,n Illinois,n
 Glendale,n Arizona,n Houston,n Texas,n
 Glendale,n Arizona,n Philadelphia,n Pennsylvania,n
 Glendale,n Arizona,n Dallas,n Texas,n
 Glendale,n Arizona,n Jacksonville,n Florida,n
 Glendale,n Arizona,n Indianapolis,n Indiana,n
 Glendale,n Arizona,n Austin,n Texas,n
 Glendale,n Arizona,n Detroit,n Michigan,n
 Glendale,n Arizona,n Memphis,n Tennessee,n
 Glendale,n Arizona,n Boston,n Massachusetts,n
 Glendale,n Arizona,n Seattle,n Washington,n
 Glendale,n Arizona,n Denver,n Colorado,n
 Glendale,n Arizona,n Baltimore,n Maryland,n
 Glendale,n Arizona,n Nashville,n Tennessee,n
 Glendale,n Arizona,n Louisville,n Kentucky,n
 Glendale,n Arizona,n Milwaukee,n Wisconsin,n
 Glendale,n Arizona,n Portland,n Oregon,n
 Glendale,n Arizona,n Fresno,n California,n
 Glendale,n Arizona,n Sacramento,n California,n
 Hialeah,n Florida,n Reno,n Nevada,n
 Hialeah,n Florida,n Scottsdale,n Arizona,n
 Hialeah,n Florida,n Irving,n Texas,n
 Hialeah,n Florida,n Fremont,n California,n
 Hialeah,n Florida,n Irvine,n California,n
 Hialeah,n Florida,n Spokane,n Washington,n
 Hialeah,n Florida,n Modesto,n California,n
 Hialeah,n Florida,n Shreveport,n Louisiana,n
 Hialeah,n Florida,n Tacoma,n Washington,n
 Hialeah,n Florida,n Oxnard,n California,n
 Hialeah,n Florida,n Fontana,n California,n
 Hialeah,n Florida,n Akron,n Ohio,n
 Hialeah,n Florida,n Amarillo,n Texas,n
 Hialeah,n Florida,n Glendale,n California,n
 Hialeah,n Florida,n Huntsville,n Alabama,n
 Hialeah,n Florida,n Worcester,n Massachusetts,n
 Hialeah,n Florida,n Chicago,n Illinois,n
 Hialeah,n Florida,n Houston,n Texas,n
 Hialeah,n Florida,n Philadelphia,n Pennsylvania,n
 Hialeah,n Florida,n Phoenix,n Arizona,n
 Hialeah,n Florida,n Dallas,n Texas,n
 Hialeah,n Florida,n Indianapolis,n Indiana,n
 Hialeah,n Florida,n Austin,n Texas,n
 Hialeah,n Florida,n Detroit,n Michigan,n
 Hialeah,n Florida,n Memphis,n Tennessee,n
 Hialeah,n Florida,n Boston,n Massachusetts,n
 Hialeah,n Florida,n Seattle,n Washington,n
 Hialeah,n Florida,n Denver,n Colorado,n
 Hialeah,n Florida,n Baltimore,n Maryland,n
 Hialeah,n Florida,n Nashville,n Tennessee,n
 Hialeah,n Florida,n Louisville,n Kentucky,n
 Hialeah,n Florida,n Milwaukee,n Wisconsin,n
 Hialeah,n Florida,n Portland,n Oregon,n
 Hialeah,n Florida,n Tucson,n Arizona,n
 Hialeah,n Florida,n Fresno,n California,n
 Hialeah,n Florida,n Sacramento,n California,n
 Hialeah,n Florida,n Mesa,n Arizona,n
 Reno,n Nevada,n Scottsdale,n Arizona,n
 Reno,n Nevada,n Irving,n Texas,n
 Reno,n Nevada,n Fremont,n California,n
 Reno,n Nevada,n Irvine,n California,n
 Reno,n Nevada,n Spokane,n Washington,n
 Reno,n Nevada,n Modesto,n California,n
 Reno,n Nevada,n Shreveport,n Louisiana,n
 Reno,n Nevada,n Tacoma,n Washington,n
 Reno,n Nevada,n Oxnard,n California,n
 Reno,n Nevada,n Fontana,n California,n
 Reno,n Nevada,n Akron,n Ohio,n
 Reno,n Nevada,n Amarillo,n Texas,n
 Reno,n Nevada,n Glendale,n California,n
 Reno,n Nevada,n Tallahassee,n Florida,n
 Reno,n Nevada,n Huntsville,n Alabama,n
 Reno,n Nevada,n Worcester,n Massachusetts,n
 Reno,n Nevada,n Chicago,n Illinois,n
 Reno,n Nevada,n Houston,n Texas,n
 Reno,n Nevada,n Philadelphia,n Pennsylvania,n
 Reno,n Nevada,n Phoenix,n Arizona,n
 Reno,n Nevada,n Dallas,n Texas,n
 Reno,n Nevada,n Jacksonville,n Florida,n
 Reno,n Nevada,n Indianapolis,n Indiana,n
 Reno,n Nevada,n Austin,n Texas,n
 Reno,n Nevada,n Detroit,n Michigan,n
 Reno,n Nevada,n Memphis,n Tennessee,n
 Reno,n Nevada,n Boston,n Massachusetts,n
 Reno,n Nevada,n Seattle,n Washington,n
 Reno,n Nevada,n Denver,n Colorado,n
 Reno,n Nevada,n Baltimore,n Maryland,n
 Reno,n Nevada,n Nashville,n Tennessee,n
 Reno,n Nevada,n Louisville,n Kentucky,n
 Reno,n Nevada,n Milwaukee,n Wisconsin,n
 Reno,n Nevada,n Portland,n Oregon,n
 Reno,n Nevada,n Tucson,n Arizona,n
 Reno,n Nevada,n Fresno,n California,n
 Reno,n Nevada,n Sacramento,n California,n
 Reno,n Nevada,n Mesa,n Arizona,n
 Reno,n Nevada,n Atlanta,n Georgia,n
 Scottsdale,n Arizona,n Irving,n Texas,n
 Scottsdale,n Arizona,n Fremont,n California,n
 Scottsdale,n Arizona,n Irvine,n California,n
 Scottsdale,n Arizona,n Spokane,n Washington,n
 Scottsdale,n Arizona,n Modesto,n California,n
 Scottsdale,n Arizona,n Shreveport,n Louisiana,n
 Scottsdale,n Arizona,n Tacoma,n Washington,n
 Scottsdale,n Arizona,n Oxnard,n California,n
 Scottsdale,n Arizona,n Fontana,n California,n
 Scottsdale,n Arizona,n Akron,n Ohio,n
 Scottsdale,n Arizona,n Amarillo,n Texas,n
 Scottsdale,n Arizona,n Glendale,n California,n
 Scottsdale,n Arizona,n Tallahassee,n Florida,n
 Scottsdale,n Arizona,n Huntsville,n Alabama,n
 Scottsdale,n Arizona,n Worcester,n Massachusetts,n
 Scottsdale,n Arizona,n Chicago,n Illinois,n
 Scottsdale,n Arizona,n Houston,n Texas,n
 Scottsdale,n Arizona,n Philadelphia,n Pennsylvania,n
 Scottsdale,n Arizona,n Dallas,n Texas,n
 Scottsdale,n Arizona,n Jacksonville,n Florida,n
 Scottsdale,n Arizona,n Indianapolis,n Indiana,n
 Scottsdale,n Arizona,n Austin,n Texas,n
 Scottsdale,n Arizona,n Detroit,n Michigan,n
 Scottsdale,n Arizona,n Memphis,n Tennessee,n
 Scottsdale,n Arizona,n Boston,n Massachusetts,n
 Scottsdale,n Arizona,n Seattle,n Washington,n
 Scottsdale,n Arizona,n Denver,n Colorado,n
 Scottsdale,n Arizona,n Baltimore,n Maryland,n
 Scottsdale,n Arizona,n Nashville,n Tennessee,n
 Scottsdale,n Arizona,n Louisville,n Kentucky,n
 Scottsdale,n Arizona,n Milwaukee,n Wisconsin,n
 Scottsdale,n Arizona,n Portland,n Oregon,n
 Scottsdale,n Arizona,n Fresno,n California,n
 Scottsdale,n Arizona,n Sacramento,n California,n
 Scottsdale,n Arizona,n Atlanta,n Georgia,n
 Scottsdale,n Arizona,n Omaha,n Nebraska,n
 Irving,v Texas,n Fremont,n California,n
 Irving,v Texas,n Irvine,n California,n
 Irving,v Texas,n Spokane,n Washington,n
 Irving,v Texas,n Modesto,n California,n
 Irving,v Texas,n Shreveport,n Louisiana,n
 Irving,v Texas,n Tacoma,n Washington,n
 Irving,v Texas,n Oxnard,n California,n
 Irving,v Texas,n Fontana,n California,n
 Irving,v Texas,n Akron,n Ohio,n
 Irving,v Texas,n Glendale,n California,n
 Irving,v Texas,n Tallahassee,n Florida,n
 Irving,v Texas,n Huntsville,n Alabama,n
 Irving,v Texas,n Worcester,n Massachusetts,n
 Irving,v Texas,n Chicago,n Illinois,n
 Irving,v Texas,n Philadelphia,n Pennsylvania,n
 Irving,v Texas,n Phoenix,n Arizona,n
 Irving,v Texas,n Jacksonville,n Florida,n
 Irving,v Texas,n Indianapolis,n Indiana,n
 Irving,v Texas,n Detroit,n Michigan,n
 Irving,v Texas,n Memphis,n Tennessee,n
 Irving,v Texas,n Boston,n Massachusetts,n
 Irving,v Texas,n Seattle,n Washington,n
 Irving,v Texas,n Denver,n Colorado,n
 Irving,v Texas,n Baltimore,n Maryland,n
 Irving,v Texas,n Nashville,n Tennessee,n
 Irving,v Texas,n Louisville,n Kentucky,n
 Irving,v Texas,n Milwaukee,n Wisconsin,n
 Irving,v Texas,n Portland,n Oregon,n
 Irving,v Texas,n Tucson,n Arizona,n
 Irving,v Texas,n Fresno,n California,n
 Irving,v Texas,n Sacramento,n California,n
 Irving,v Texas,n Mesa,n Arizona,n
 Irving,v Texas,n Atlanta,n Georgia,n
 Irving,v Texas,n Omaha,n Nebraska,n
 Irving,v Texas,n Miami,n Florida,n
 Fremont,n California,n Spokane,n Washington,n
 Fremont,n California,n Shreveport,n Louisiana,n
 Fremont,n California,n Tacoma,n Washington,n
 Fremont,n California,n Akron,n Ohio,n
 Fremont,n California,n Amarillo,n Texas,n
 Fremont,n California,n Tallahassee,n Florida,n
 Fremont,n California,n Huntsville,n Alabama,n
 Fremont,n California,n Worcester,n Massachusetts,n
 Fremont,n California,n Chicago,n Illinois,n
 Fremont,n California,n Houston,n Texas,n
 Fremont,n California,n Philadelphia,n Pennsylvania,n
 Fremont,n California,n Phoenix,n Arizona,n
 Fremont,n California,n Dallas,n Texas,n
 Fremont,n California,n Jacksonville,n Florida,n
 Fremont,n California,n Indianapolis,n Indiana,n
 Fremont,n California,n Austin,n Texas,n
 Fremont,n California,n Detroit,n Michigan,n
 Fremont,n California,n Memphis,n Tennessee,n
 Fremont,n California,n Boston,n Massachusetts,n
 Fremont,n California,n Seattle,n Washington,n
 Fremont,n California,n Denver,n Colorado,n
 Fremont,n California,n Baltimore,n Maryland,n
 Fremont,n California,n Nashville,n Tennessee,n
 Fremont,n California,n Louisville,n Kentucky,n
 Fremont,n California,n Milwaukee,n Wisconsin,n
 Fremont,n California,n Portland,n Oregon,n
 Fremont,n California,n Tucson,n Arizona,n
 Fremont,n California,n Mesa,n Arizona,n
 Fremont,n California,n Atlanta,n Georgia,n
 Fremont,n California,n Omaha,n Nebraska,n
 Fremont,n California,n Miami,n Florida,n
 Fremont,n California,n Tulsa,n Oklahoma,n
 Irvine,n California,n Spokane,n Washington,n
 Irvine,n California,n Shreveport,n Louisiana,n
 Irvine,n California,n Tacoma,n Washington,n
 Irvine,n California,n Akron,n Ohio,n
 Irvine,n California,n Amarillo,n Texas,n
 Irvine,n California,n Tallahassee,n Florida,n
 Irvine,n California,n Huntsville,n Alabama,n
 Irvine,n California,n Worcester,n Massachusetts,n
 Irvine,n California,n Chicago,n Illinois,n
 Irvine,n California,n Houston,n Texas,n
 Irvine,n California,n Philadelphia,n Pennsylvania,n
 Irvine,n California,n Phoenix,n Arizona,n
 Irvine,n California,n Dallas,n Texas,n
 Irvine,n California,n Jacksonville,n Florida,n
 Irvine,n California,n Indianapolis,n Indiana,n
 Irvine,n California,n Austin,n Texas,n
 Irvine,n California,n Detroit,n Michigan,n
 Irvine,n California,n Memphis,n Tennessee,n
 Irvine,n California,n Boston,n Massachusetts,n
 Irvine,n California,n Seattle,n Washington,n
 Irvine,n California,n Denver,n Colorado,n
 Irvine,n California,n Baltimore,n Maryland,n
 Irvine,n California,n Nashville,n Tennessee,n
 Irvine,n California,n Louisville,n Kentucky,n
 Irvine,n California,n Milwaukee,n Wisconsin,n
 Irvine,n California,n Portland,n Oregon,n
 Irvine,n California,n Tucson,n Arizona,n
 Irvine,n California,n Mesa,n Arizona,n
 Irvine,n California,n Atlanta,n Georgia,n
 Irvine,n California,n Omaha,n Nebraska,n
 Irvine,n California,n Miami,n Florida,n
 Irvine,n California,n Tulsa,n Oklahoma,n
 Spokane,n Washington,n Modesto,n California,n
 Spokane,n Washington,n Shreveport,n Louisiana,n
 Spokane,n Washington,n Oxnard,n California,n
 Spokane,n Washington,n Fontana,n California,n
 Spokane,n Washington,n Akron,n Ohio,n
 Spokane,n Washington,n Amarillo,n Texas,n
 Spokane,n Washington,n Glendale,n California,n
 Spokane,n Washington,n Tallahassee,n Florida,n
 Spokane,n Washington,n Huntsville,n Alabama,n
 Spokane,n Washington,n Worcester,n Massachusetts,n
 Spokane,n Washington,n Chicago,n Illinois,n
 Spokane,n Washington,n Houston,n Texas,n
 Spokane,n Washington,n Philadelphia,n Pennsylvania,n
 Spokane,n Washington,n Phoenix,n Arizona,n
 Spokane,n Washington,n Dallas,n Texas,n
 Spokane,n Washington,n Jacksonville,n Florida,n
 Spokane,n Washington,n Indianapolis,n Indiana,n
 Spokane,n Washington,n Austin,n Texas,n
 Spokane,n Washington,n Detroit,n Michigan,n
 Spokane,n Washington,n Memphis,n Tennessee,n
 Spokane,n Washington,n Boston,n Massachusetts,n
 Spokane,n Washington,n Denver,n Colorado,n
 Spokane,n Washington,n Baltimore,n Maryland,n
 Spokane,n Washington,n Nashville,n Tennessee,n
 Spokane,n Washington,n Louisville,n Kentucky,n
 Spokane,n Washington,n Milwaukee,n Wisconsin,n
 Spokane,n Washington,n Portland,n Oregon,n
 Spokane,n Washington,n Tucson,n Arizona,n
 Spokane,n Washington,n Fresno,n California,n
 Spokane,n Washington,n Sacramento,n California,n
 Spokane,n Washington,n Mesa,n Arizona,n
 Spokane,n Washington,n Atlanta,n Georgia,n
 Spokane,n Washington,n Omaha,n Nebraska,n
 Spokane,n Washington,n Miami,n Florida,n
 Spokane,n Washington,n Tulsa,n Oklahoma,n
 Spokane,n Washington,n Oakland,n California,n
 Spokane,n Washington,n Cleveland,n Ohio,n
 Modesto,n California,n Shreveport,n Louisiana,n
 Modesto,n California,n Tacoma,n Washington,n
 Modesto,n California,n Akron,n Ohio,n
 Modesto,n California,n Amarillo,n Texas,n
 Modesto,n California,n Tallahassee,n Florida,n
 Modesto,n California,n Huntsville,n Alabama,n
 Modesto,n California,n Worcester,n Massachusetts,n
 Modesto,n California,n Chicago,n Illinois,n
 Modesto,n California,n Houston,n Texas,n
 Modesto,n California,n Philadelphia,n Pennsylvania,n
 Modesto,n California,n Phoenix,n Arizona,n
 Modesto,n California,n Dallas,n Texas,n
 Modesto,n California,n Jacksonville,n Florida,n
 Modesto,n California,n Indianapolis,n Indiana,n
 Modesto,n California,n Austin,n Texas,n
 Modesto,n California,n Detroit,n Michigan,n
 Modesto,n California,n Memphis,n Tennessee,n
 Modesto,n California,n Boston,n Massachusetts,n
 Modesto,n California,n Seattle,n Washington,n
 Modesto,n California,n Denver,n Colorado,n
 Modesto,n California,n Baltimore,n Maryland,n
 Modesto,n California,n Nashville,n Tennessee,n
 Modesto,n California,n Louisville,n Kentucky,n
 Modesto,n California,n Milwaukee,n Wisconsin,n
 Modesto,n California,n Portland,n Oregon,n
 Modesto,n California,n Tucson,n Arizona,n
 Modesto,n California,n Mesa,n Arizona,n
 Modesto,n California,n Atlanta,n Georgia,n
 Modesto,n California,n Omaha,n Nebraska,n
 Modesto,n California,n Miami,n Florida,n
 Modesto,n California,n Tulsa,n Oklahoma,n
 Modesto,n California,n Cleveland,n Ohio,n
 Modesto,n California,n Minneapolis,n Minnesota,n
 Shreveport,n Louisiana,n Tacoma,n Washington,n
 Shreveport,n Louisiana,n Oxnard,n California,n
 Shreveport,n Louisiana,n Fontana,n California,n
 Shreveport,n Louisiana,n Akron,n Ohio,n
 Shreveport,n Louisiana,n Amarillo,n Texas,n
 Shreveport,n Louisiana,n Glendale,n California,n
 Shreveport,n Louisiana,n Tallahassee,n Florida,n
 Shreveport,n Louisiana,n Huntsville,n Alabama,n
 Shreveport,n Louisiana,n Worcester,n Massachusetts,n
 Shreveport,n Louisiana,n Chicago,n Illinois,n
 Shreveport,n Louisiana,n Houston,n Texas,n
 Shreveport,n Louisiana,n Philadelphia,n Pennsylvania,n
 Shreveport,n Louisiana,n Phoenix,n Arizona,n
 Shreveport,n Louisiana,n Dallas,n Texas,n
 Shreveport,n Louisiana,n Jacksonville,n Florida,n
 Shreveport,n Louisiana,n Indianapolis,n Indiana,n
 Shreveport,n Louisiana,n Austin,n Texas,n
 Shreveport,n Louisiana,n Detroit,n Michigan,n
 Shreveport,n Louisiana,n Memphis,n Tennessee,n
 Shreveport,n Louisiana,n Boston,n Massachusetts,n
 Shreveport,n Louisiana,n Seattle,n Washington,n
 Shreveport,n Louisiana,n Denver,n Colorado,n
 Shreveport,n Louisiana,n Baltimore,n Maryland,n
 Shreveport,n Louisiana,n Nashville,n Tennessee,n
 Shreveport,n Louisiana,n Louisville,n Kentucky,n
 Shreveport,n Louisiana,n Milwaukee,n Wisconsin,n
 Shreveport,n Louisiana,n Portland,n Oregon,n
 Shreveport,n Louisiana,n Tucson,n Arizona,n
 Shreveport,n Louisiana,n Fresno,n California,n
 Shreveport,n Louisiana,n Sacramento,n California,n
 Shreveport,n Louisiana,n Mesa,n Arizona,n
 Shreveport,n Louisiana,n Atlanta,n Georgia,n
 Shreveport,n Louisiana,n Omaha,n Nebraska,n
 Shreveport,n Louisiana,n Miami,n Florida,n
 Shreveport,n Louisiana,n Tulsa,n Oklahoma,n
 Shreveport,n Louisiana,n Oakland,n California,n
 Shreveport,n Louisiana,n Cleveland,n Ohio,n
 Shreveport,n Louisiana,n Minneapolis,n Minnesota,n
 Shreveport,n Louisiana,n Wichita,n Kansas,n
 Tacoma,n Washington,n Oxnard,n California,n
 Tacoma,n Washington,n Fontana,n California,n
